patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
33932b6c-9d37-4fb6-aafb-3e9054ec84ce,Bà Nhật Lê,232655837082,26/07/2002,0556863649,john02@example.net,"851 Bùi Ngõ
JaneHuyện, 243079",Khỏe mạnh,11.64,Quý cô Hải Dương,27/04/2026
8fddbebc-f7ff-48d4-b509-f08a2c988bca,Quang Xuân Bùi,725655974449,22/11/1957,0866708169,john20@example.net,"0 Jane Làng
Thị xã JohnHuyện, 881549",Tiểu đường,11.88,Lâm Đặng,26/06/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Nhật Đặng,425070552052,05/02/1968,0984774219,john31@example.com,"0 Jane Dãy
JohnThị xã, 617033",Khỏe mạnh,7.96,Thành Hữu Trần,30/05/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Chị Chi Trần,367773752824,01/11/1993,0938056796,vujohn@example.com,"526 John Ngõ
JanePhường, 132498",Huyết áp cao,10.68,Hải Xuân Hoàng,10/06/2026
54c29d5c-19ec-4829-8db5-d4412837f418,Chị Hồng Mai,287687993901,15/03/1988,0916305407,jane43@example.org,"050 Trần Khu
JohnThành phố, 126985",Huyết áp cao,8.14,Chị Dương Vũ,25/06/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,554822780492,23/02/1942,0308724074,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Huyết áp cao,5.55,Tùng Bảo Hoàng,10/02/2026
d183010f-6319-429b-973e-7bb90f9ca17b,Phương Mai Bảo Hoàng,080005088852,09/11/1999,0722524636,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Huyết áp cao,8.08,Hồng Trần,27/06/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Bà Thành Trần,059300179453,05/11/1941,0587994452,umai@example.com,"9 Trần Số
Quận JohnThành phố, 690016",Tim mạch,5.23,Hạnh Mai,08/06/2026
620f230b-439e-454c-a930-16eae0bda1ee,Quý ông Hưng Lê,572560229429,07/08/1955,0554517112,janenguyen@example.com,"3 Jane Khu
JohnHuyện, 957091",Tim mạch,11.65,Khoa Vũ,01/06/2026
1924c644-af52-4666-b239-09f4dbb54645,Chị Thảo Dương,915470989052,31/12/1991,0938954986,jane69@example.net,"678 Nguyễn Hẻm
Huyện JaneQuận, 918430",Huyết áp cao,4.72,Lan Phạm,07/06/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Chi Nguyễn,416162070960,06/07/2002,0803922208,janedang@example.com,"0 Jane Dãy
JohnThị xã, 715388",Khỏe mạnh,3.82,Quang Xuân Vũ,15/05/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,An Xuân Hoàng,524913129687,03/06/1992,0544054358,johnpham@example.net,"0 Jane Hẻm
Thành phố JohnHuyện, 737894",Huyết áp cao,8.03,Anh Bùi,11/06/2026
4082fcda-7580-44e9-9945-0186da018d29,Quý cô Thảo Mai,609875010142,02/09/1995,0561439098,ghoang@example.org,"9 Vũ Ngõ
JohnHuyện, 389913",Huyết áp cao,7.82,Anh Đức Vũ,03/02/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Vi Hoàng,287108419900,28/12/1964,0594713704,john07@example.com,"60 Jane Làng
JaneXã, 414777",Tim mạch,4.17,Chị Hạnh Trần,26/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Bà Hải Trần,042059600553,20/09/1951,0529192595,janebui@example.com,"17 John Dãy
Thành phố JaneXã, 412848",Tiểu đường,10.87,An Trí Lê,28/06/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,Anh Dũng Lê,613020937810,10/05/1992,0372228530,odang@example.org,"743 John Dãy
Quận JanePhường, 550268",Khỏe mạnh,5.68,Kim Mai Bảo Bùi,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Xuân Đặng,492250403742,29/09/1990,0808887851,johnnguyen@example.net,"5 Lê Ngõ
JaneQuận, 168458",Khỏe mạnh,9.24,Thảo Vũ,24/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Hải Trí Đặng,445152379921,19/03/2008,0803061180,wdang@example.org,"332 John Hẻm
Huyện JohnThị xã, 771425",Tiểu đường,10.38,Tùng Hoàng,09/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Ngọc Trần,670499204603,01/12/1965,0507535242,jtran@example.com,"046 Jane Hẻm
JohnXã, 853681",Tim mạch,3.97,Hạnh Trần,22/05/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Minh Phạm,864692801428,15/08/1961,0718185709,kvu@example.org,"7 Phạm Đường
Thành phố JohnXã, 801520",Khỏe mạnh,6.83,Anh Vũ Mai,14/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Quý cô Thảo Vũ,942975787855,21/05/1969,0971298000,lejohn@example.com,"11 John Hẻm
Huyện JaneThị xã, 752011",Huyết áp cao,3.83,Vũ Đặng,27/05/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,Bác Thành Dương,596820299167,20/11/1993,0918545555,johnle@example.net,"697 Lê Số
JohnPhường, 979269",Tiểu đường,8.34,Quý cô Nhật Trần,09/06/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Nam Hải Đặng,180880477796,22/05/1973,0320536343,buijohn@example.com,"890 John Dãy
JohnThành phố, 887931",Tim mạch,5.55,Bác Quang Đặng,24/06/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,983234018778,03/01/1969,0988754634,ftran@example.com,"0 Jane Số
Thành phố JohnXã, 749137",Huyết áp cao,8.09,Minh Mai,07/02/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,Hưng Hải Dương,885010293019,23/09/1959,0375286932,tdang@example.com,"554 Trần Đường
Thị xã JohnPhường, 878579",Huyết áp cao,6.08,Hà Đức Hoàng,05/02/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Quý cô Ánh Phạm,460507108971,27/10/1987,0305496229,buijohn@example.net,"79 Jane Đường
Thị xã JaneXã, 919023",Tiểu đường,8.6,Chị Nhật Lê,19/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Minh Hữu Bùi,753633673402,31/12/2006,0757328162,janebui@example.com,"JohnQuận
8 Mai Tổ, 846454",Khỏe mạnh,5.89,Chị Mai Hoàng,09/05/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Chị Phương Mai,220887457594,07/03/1986,0375330945,john58@example.com,"8 Bùi Đường
Thành phố JaneQuận, 155642",Tiểu đường,8.48,Mai Vũ,16/05/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Hoàng Nguyễn,925225265462,28/11/1985,0376998799,john80@example.com,"8 Jane Làng
JohnThị xã, 506380",Tim mạch,11.29,Hải Tấn Mai,10/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Anh Quang Hoàng,261905863667,25/05/1975,0570640814,johnvu@example.com,"281 Nguyễn Số
JaneQuận, 268746",Tim mạch,6.5,Nam Đặng,25/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Trọng Thị Hoàng,379959635157,16/01/1997,0397490678,jane98@example.com,"3 John Hẻm
JaneThành phố, 466375",Khỏe mạnh,5.69,Chị Dương Đặng,01/03/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Ông Tú Đặng,234098567491,11/01/1968,0506976942,johndang@example.com,"48 Nguyễn Tổ
JaneThành phố, 410833",Khỏe mạnh,10.65,Bà Vân Trần,20/06/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Dương Trần,128470713239,18/11/1950,0748015761,janetran@example.org,"1 John Dãy
JohnThành phố, 176806",Khỏe mạnh,5.62,Lan Vũ,11/04/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Huy Bùi,454222038972,04/06/1968,0322888694,ubui@example.org,"0 John Ngõ
JohnHuyện, 925115",Tiểu đường,3.51,Trọng Trần,20/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,Chi Lê,191155218265,09/06/1974,0761880315,janemai@example.com,"50 John Đường
Thị xã JohnHuyện, 320256",Tim mạch,6.41,Trung Bảo Mai,26/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Trung Trần,266936098691,24/09/1948,0796775687,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Huyết áp cao,11.03,Cô Thảo Hoàng,13/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Trọng Thế Hoàng,884408865564,14/08/1946,0959865494,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Huyết áp cao,8.88,Khoa Mai Bảo Mai,20/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Hoàng Mai,792764676159,31/10/1949,0592185844,tranjohn@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Khỏe mạnh,7.67,Hoàng Dương,01/04/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Dương Phạm,581362808743,25/05/1997,0507480196,johnduong@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Huyết áp cao,11.6,Quang Thị Phạm,04/04/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Ông Hưng Đặng,381986539482,11/01/1943,0337179744,jane98@example.net,"91 Bùi Làng
JaneHuyện, 610511",Huyết áp cao,10.94,Ông Minh Lê,21/03/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Trung Lê,045998806836,19/02/1949,0575921981,john36@example.com,"7 Phạm Hẻm
JohnQuận, 145240",Tim mạch,7.83,Chị Bảo Mai,08/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Phúc Mai,654005145444,12/06/2005,0896267262,vujohn@example.org,"23 Hoàng Hẻm
Huyện JohnPhường, 818894",Tiểu đường,5.85,Bảo Quang Phạm,10/03/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Bảo Đức Lê,636556935553,26/03/1970,0902385583,maijohn@example.org,"8 Jane Số
JohnPhường, 655552",Khỏe mạnh,4.38,Lâm Mai Bảo Bùi,05/03/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Kim Lê,882935016146,27/01/1954,0535602806,johnvu@example.net,"30 John Đường
JohnPhường, 943356",Khỏe mạnh,4.02,Huy Phú Trần,28/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Khoa Phú Hoàng,036349795955,11/08/1955,0956582636,apham@example.net,"588 Vũ Khu
JanePhường, 244775",Huyết áp cao,11.72,Nhật Phạm,22/03/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Quý cô Vi Đặng,883860499265,15/12/1993,0592849392,lejane@example.net,"796 John Khu
Huyện JohnXã, 139589",Tiểu đường,5.54,Kim Thế Hoàng,11/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Quý ông Nam Phạm,407160578950,02/08/1997,0909970890,john09@example.net,"2 Jane Làng
Quận JohnHuyện, 917546",Tim mạch,9.14,Thành Hữu Bùi,16/04/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Hà Mai,225835892915,05/04/1956,0812999214,jane43@example.net,"JaneXã
26 John Khu, 456480",Tiểu đường,8.73,Phương Vũ,07/06/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Quý ông Nhiên Dương,265367127264,14/09/1991,0516720302,jane79@example.org,"633 Bùi Tổ
Huyện JohnHuyện, 197527",Khỏe mạnh,3.97,Hải Tấn Trần,10/04/2026
5a81762a-5059-477b-b9ff-89d92db13deb,Bà Lan Phạm,348243957101,03/12/1971,0905333150,johnpham@example.com,"952 John Ngõ
JohnXã, 144316",Tim mạch,10.18,Bác Trọng Đặng,30/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Châu Lê,106765049230,10/05/2007,0968358813,jane39@example.org,"80 Bùi Hẻm
JohnPhường, 643377",Tiểu đường,10.61,Bác Nam Nguyễn,02/05/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,Trọng Đức Lê,501895715177,16/07/1975,0501994055,janeduong@example.net,"63 Đặng Tổ
JaneThị xã, 288627",Huyết áp cao,9.25,Chị Hà Vũ,25/05/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Chị Vi Lê,098295258398,08/01/1970,0806749321,lejane@example.com,"44 Jane Ngõ
Thành phố JohnHuyện, 599687",Huyết áp cao,4.27,Nhật Đặng,16/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Quang Nguyễn,044794387259,21/07/1965,0713653596,john99@example.net,"55 Dương Ngõ
JaneThị xã, 762398",Tiểu đường,4.09,Chị Hải Đặng,17/03/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Hà Lê,243736487133,30/07/1960,0918800977,jane44@example.net,"59 Bùi Hẻm
Thành phố JohnPhường, 346024",Tiểu đường,7.97,Vũ Phạm,31/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Ông Nam Bùi,548109865288,29/09/1973,0923209440,tranjane@example.net,"33 Dương Hẻm
Quận JohnThành phố, 795781",Khỏe mạnh,8.97,Dũng Mai Bảo Dương,25/06/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Anh Tùng Lê,765480436983,16/08/1978,0877067620,bhoang@example.net,"78 John Dãy
JaneThị xã, 372427",Huyết áp cao,6.57,Bà An Nguyễn,05/04/2026
5808d790-22e4-4628-9913-057dc21f84fc,Châu Mai,225030611704,06/02/1936,0987069700,tduong@example.org,"3 Jane Làng
JaneThị xã, 362035",Huyết áp cao,8.53,Quý cô Kim Phạm,17/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,Khoa Mai,844097983202,16/07/1994,0368033139,epham@example.org,"7 Vũ Dãy
Huyện JohnQuận, 152042",Tiểu đường,10.29,Lan Trần,20/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Mai Trần,842975406500,29/06/1946,0808493224,vpham@example.com,"70 Trần Hẻm
Huyện JaneThành phố, 669578",Tim mạch,9.25,Anh Trung Vũ,28/05/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Quý cô Vi Dương,794127871176,15/07/1953,0535428094,phamjane@example.net,"64 Lê Đường
Huyện JanePhường, 413328",Khỏe mạnh,10.38,Bà Xuân Nguyễn,05/06/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Thành Văn Lê,574521271021,26/06/1993,0578585513,buijohn@example.org,"JohnHuyện
271 Nguyễn Đường, 472787",Tiểu đường,9.69,Cô Bảo Dương,11/02/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Bảo Hoàng Nguyễn,680958289389,23/10/1985,0338081979,john40@example.com,"7 John Tổ
JaneHuyện, 971733",Tiểu đường,10.87,Cô Phương Lê,22/03/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Ông Minh Bùi,298540272738,19/01/1989,0719755468,hoangjane@example.net,"8 Phạm Dãy
Huyện JaneThị xã, 772036",Tiểu đường,11.85,Tú Đức Mai,29/04/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Cô Lâm Trần,709452530396,04/12/1970,0902671251,nguyenjane@example.net,"539 John Làng
JohnThị xã, 939930",Tim mạch,9.67,Linh Mai,14/05/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,Ánh Hoàng,606200264651,24/11/1954,0770177940,tranjane@example.org,"386 John Làng
Thị xã JohnPhường, 704570",Huyết áp cao,8.89,Bảo Bảo Trần,31/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,Phúc Mai Đặng,151741622996,17/05/2001,0547767339,jane66@example.net,"8 Jane Khu
JaneThị xã, 516379",Tiểu đường,5.05,Yến Nguyễn,26/06/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Nam Vũ,206903497683,10/05/2007,0867225401,janenguyen@example.net,"075 John Khu
JohnQuận, 368691",Huyết áp cao,4.97,Vũ Hoàng,13/03/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Châu Xuân Dương,002789838338,09/10/1995,0749348687,hoangjane@example.org,"055 Bùi Ngõ
Thành phố JaneThành phố, 419588",Tiểu đường,10.63,Linh Mai,12/04/2026
388629ff-b2a0-4778-809d-644453ab3cce,Cô Hải Bùi,591504360621,19/05/2006,0992648168,phamjane@example.com,"517 Jane Khu
Thị xã JanePhường, 236708",Tiểu đường,10.98,Quý cô Phương Phạm,29/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Chị Hương Vũ,906117070429,13/03/1992,0536043938,john16@example.com,"59 Jane Hẻm
JaneXã, 252901",Tiểu đường,6.87,Ông Quang Phạm,04/05/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Hà Nguyễn,751401505922,27/03/1953,0322040430,janenguyen@example.com,"77 Jane Làng
Quận JaneXã, 606489",Tim mạch,11.39,Cô Kim Hoàng,13/06/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Thảo Phạm,322777667199,07/02/1993,0813683074,john70@example.org,"5 John Khu
JohnThị xã, 633243",Huyết áp cao,8.57,Thành Dương,06/06/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Ông Hưng Phạm,825431296865,27/10/2002,0912075618,jane76@example.net,"5 Vũ Làng
JohnPhường, 370196",Tim mạch,5.4,An Đức Phạm,28/01/2026
23238416-a82c-4e18-a491-982be5ad481d,Nhật Bùi,912902144754,04/07/1973,0897248209,janepham@example.net,"5 Mai Hẻm
Quận JohnQuận, 424008",Huyết áp cao,7.19,Quý cô Bảo Hoàng,15/06/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Bảo Đặng,074996276376,12/10/1996,0794339752,johndang@example.com,"42 John Hẻm
Thành phố JaneXã, 694587",Huyết áp cao,3.55,Chị Mai Nguyễn,06/03/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Bác Phúc Bùi,711121755751,15/05/1971,0773119105,johnpham@example.org,"63 John Ngõ
Thị xã JanePhường, 440677",Huyết áp cao,4.19,Anh Huy Bùi,20/05/2026
61603399-d307-4198-bc3e-b4029ba14c35,Thành Thị Mai,419081052824,22/06/1943,0730695986,pnguyen@example.net,"6 John Khu
JaneHuyện, 911259",Tim mạch,3.54,Bảo Lê,18/03/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Quý cô Hải Dương,460561110243,04/02/1942,0594822128,lejohn@example.com,"279 Jane Ngõ
JanePhường, 780081",Tim mạch,6.14,Cô Hà Trần,08/05/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Nhật Xuân Bùi,710401516391,02/09/1975,0755149727,lejane@example.net,"220 Vũ Khu
JanePhường, 289473",Khỏe mạnh,8.64,Bảo Phạm,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Quý ông Tùng Nguyễn,623137639318,17/11/1979,0314614229,npham@example.net,"71 John Khu
Thành phố JohnQuận, 157738",Huyết áp cao,11.64,Hưng Trí Nguyễn,01/05/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,An Trần,451720987678,06/12/1965,0578215259,johnvu@example.net,"95 John Khu
JaneThị xã, 960109",Tiểu đường,8.05,Kim Mai,12/01/2026
